,g,repr_ATPases
10290,g__Thiobaca,FH AH
10291,g__Thiobacillus,FH
10292,g__Thiocapsa,FH AH AH ANa
10293,g__Thioclava,FH NNa
10294,g__Thiocystis,FH AH ANa
10295,g__Thiodiazotropha,FH AH
10296,g__Thiodictyon,FH AH NNa
10297,g__Thiodubiliella,FH
10298,g__Thiofilum,FH
10299,g__Thioflavicoccus,FH AH AH
10300,g__Thioflexothrix,FH
10301,g__Thioglobus,FH
10302,g__Thioglobus_A,FH
10303,g__Thioglobus_B,FH
10304,g__Thiogranum,FH
10305,g__Thiohalobacter,AH
10306,g__Thiohalocapsa,AH
10307,g__Thiohalomonas,FH AH
10308,g__Thiohalophilus,FH
10309,g__Thiohalorhabdus,FH
10310,g__Thiohalospira,FH AH
10311,g__Thiolapillus,FH
10312,g__Thiolinea,FH
10313,g__Thiomargarita,FH
10314,g__Thiomicrorhabdus,FH
10315,g__Thiomicrospira,FH
10316,g__Thiomonas,FH
10317,g__Thioploca,FH AH
10318,g__Thiopseudomonas,FH
10319,g__Thiorhodococcus,FH AH AH
10320,g__Thiorhodospira,FH AH
10321,g__Thiorhodovibrio_A,FH AH NNa
10322,g__Thiorhodovibrio_B,FH
10323,g__Thiospirillum,FH
10324,g__Thiosymbion,FH
10325,g__Thiothrix,FH
10326,g__Thiovulum,FH
10327,g__Thorsellia,FH
10328,g__Tianweitania,FH
10329,g__Tibeticola,FH
10330,g__Tidjanibacter,ANa
10331,g__Timonella,FH
10332,g__Tindallia,FNa
10333,g__Tissierella,FNa AH
10334,g__Tissierella_A,FNa AH
10335,g__Tissierella_B,AH ANa
10336,g__Tistlia,FH NH
10337,g__Tistrella,FH NH
10338,g__Tityobacter,FH
10339,g__Tokpelaia,FH
10340,g__Tokpelaia_A,FH
10341,g__Tolumonas,FH
10342,g__Tolypothrix_A,FH
10343,g__Tolypothrix_B,FH
10344,g__Tomitella,FH
10345,g__Tous-C4FEB,FH
10346,g__Tous-C9LFEB,FH
10347,g__Trabulsiella,FH
10348,g__Tranquillimonas,FH
10349,g__Traorella,FNa AH
10350,g__Trebonia,FH
10351,g__Tremblaya,nothing
10352,g__Treponema,ANa
10353,g__Treponema_B,ANa
10354,g__Treponema_C,AH ANa
10355,g__Treponema_D,AH ANa
10356,g__Treponema_E,FH AH ANa
10357,g__Treponema_F,AH ANa
10358,g__Treponema_G,AH ANa
10359,g__Treponema_H,FH ANa
10360,g__Trichlorobacter,FH
10361,g__Trichloromonas,FH NNa
10362,g__Trichococcus,FH ANa
10363,g__Trichodesmium,FH
10364,g__Trichormus,FH
10365,g__Trichormus_B,FH
10366,g__Trinickia,FH
10367,g__Tropheryma,FH
10368,g__Tropicibacter,FH
10369,g__Tropicimonas,FH NH
10370,g__Truepera,AH
10371,g__Trueperella,FH
10372,g__Tsukamurella,FH
10373,g__Tsuneonella,FH
10374,g__Tuberibacillus,FH
10375,g__Tullyiplasma,FH
10376,g__Tumebacillus,FH
10377,g__Tumebacillus_A,FH
10378,g__Tumulicola,FH
10379,g__Turicibacter,FNa
10380,g__Turicimonas,FH
10381,g__Turneriella,FH ANa
10382,g__Tuwongella,FH
10383,g__Tyrphobacter,FH
10384,g__U0105,FH
10385,g__UA16,FH
10386,g__UASB124,FH
10387,g__UASB340,FNa
10388,g__UBA10001,FH
10389,g__UBA10002,FH
10390,g__UBA10003,FH
10391,g__UBA10009,FH
10392,g__UBA1001,FH
10393,g__UBA10014,FH
10394,g__UBA10015,FH ANa
10395,g__UBA10025,FH
10396,g__UBA10027,FH
10397,g__UBA10029,FH
10398,g__UBA10030,q F-
10399,g__UBA1006,FH
10400,g__UBA10066,FH
10401,g__UBA10085,ANa
10402,g__UBA10092,nothing
10403,g__UBA10102,FH
10404,g__UBA10103,FH
10405,g__UBA10105,FH
10406,g__UBA10107,nothing
10407,g__UBA10108,FH
10408,g__UBA10110,nothing
10409,g__UBA10117,nothing
10410,g__UBA10118,FH
10411,g__UBA10119,FH
10412,g__UBA10122,nothing
10413,g__UBA10133,nothing
10414,g__UBA10138,q FH
10415,g__UBA1014,FH
10416,g__UBA10146,FH
10417,g__UBA10151,FH
10418,g__UBA10161,AH
10419,g__UBA10165,nothing
10420,g__UBA10166,FH
10421,g__UBA10169,FH
10422,g__UBA10170,FH AH
10423,g__UBA10174,FH
10424,g__UBA1018,FH
10425,g__UBA10181,FH
10426,g__UBA10183,ANa
10427,g__UBA10185,nothing
10428,g__UBA10190,FH
10429,g__UBA10191,nothing
10430,g__UBA10197,FH
10431,g__UBA10199,FH
10432,g__UBA102,AH
10433,g__UBA1020,FH
10434,g__UBA10200,AH
10435,g__UBA10204,nothing
10436,g__UBA10205,AH
10437,g__UBA10210,q A-
10438,g__UBA10212,FH
10439,g__UBA10214,AH
10440,g__UBA10216,AH
10441,g__UBA10219,q A-
10442,g__UBA10281,ANa
10443,g__UBA1032,ANa
10444,g__UBA10324,FH
10445,g__UBA10329,nothing
10446,g__UBA10347,FH
10447,g__UBA10348,FH
10448,g__UBA10349,FH
10449,g__UBA10364,FH
10450,g__UBA10365,q FH
10451,g__UBA1038,ANa
10452,g__UBA10416,FH
10453,g__UBA10424,FH
10454,g__UBA10425,FH
10455,g__UBA10426,FH
10456,g__UBA10427,FH ANa
10457,g__UBA10428,FH ANa
10458,g__UBA10438,FH
10459,g__UBA10449,FH
10460,g__UBA10450,FH
10461,g__UBA10452,AH
10462,g__UBA1046,ANa
10463,g__UBA1049,AH ANa
10464,g__UBA10511,FH
10465,g__UBA10518,FH
10466,g__UBA10536,AH
10467,g__UBA10566,FH
10468,g__UBA1062,FH ANa ANa NNa
10469,g__UBA1063,ANa
10470,g__UBA1064,FH
10471,g__UBA10646,FH
10472,g__UBA10649,FH
10473,g__UBA10656,FH AH
10474,g__UBA1066,ANa
10475,g__UBA1066_A,nothing
10476,g__UBA1067,ANa
10477,g__UBA10677,ANa
10478,g__UBA10799,q FH
10479,g__UBA10806,FH
10480,g__UBA1081,AH
10481,g__UBA10834,q AH
10482,g__UBA10906,FH
10483,g__UBA10908,ANa
10484,g__UBA10939,FH
10485,g__UBA1096,FH
10486,g__UBA10988,FH
10487,g__UBA1100,FH
10488,g__UBA11021,ANa
10489,g__UBA11029,FH
10490,g__UBA1103,nothing
10491,g__UBA11034,q F-
10492,g__UBA11051,FH
10493,g__UBA11063,FH
10494,g__UBA11073,FH
10495,g__UBA11090,q A-
10496,g__UBA11096,FH
10497,g__UBA11098,q FH
10498,g__UBA11136,FH
10499,g__UBA11153,FH
10500,g__UBA11155,q FH
10501,g__UBA11164,FH
10502,g__UBA11222,FH
10503,g__UBA1123,FH
10504,g__UBA11236,FH
10505,g__UBA1124,FH
10506,g__UBA1127,FH
10507,g__UBA11320,FH
10508,g__UBA11346,nothing
10509,g__UBA1135,FH
10510,g__UBA11358,FH
10511,g__UBA11359,nothing
10512,g__UBA11361,FH
10513,g__UBA11363,FH
10514,g__UBA11371,q N- N-
10515,g__UBA11373,q FH
10516,g__UBA1138,FH
10517,g__UBA11386,FH ANa
10518,g__UBA11393,FH
10519,g__UBA11398,FH
10520,g__UBA114,q AH
10521,g__UBA1140,FH
10522,g__UBA11400,FH
10523,g__UBA11403,FH
10524,g__UBA1141,FH
10525,g__UBA11426,FH ANa
10526,g__UBA1144,FH
10527,g__UBA11452,ANa ANa
10528,g__UBA1146,FH
10529,g__UBA1147,FH
10530,g__UBA11471,FH
10531,g__UBA11475,FH ANa
10532,g__UBA1149,FH
10533,g__UBA11490,nothing
10534,g__UBA1151,FH
10535,g__UBA11512,FNa
10536,g__UBA11517,nothing
10537,g__UBA11524,FH ANa
10538,g__UBA11540,FH
10539,g__UBA11549,FH NNa
10540,g__UBA11574,q FNa
10541,g__UBA11576,nothing
10542,g__UBA11579,FH
10543,g__UBA11591,q F-
10544,g__UBA11600,FH
10545,g__UBA11606,FH
10546,g__UBA1161,q FH
10547,g__UBA11612,FH
10548,g__UBA11618,nothing
10549,g__UBA1162,FH
10550,g__UBA1163,FH
10551,g__UBA11650,FH
10552,g__UBA11654,FH
10553,g__UBA11657,FH
10554,g__UBA11663,FH
10555,g__UBA11682,q FH
10556,g__UBA11699,FH
10557,g__UBA117,ANa
10558,g__UBA11703,FH
10559,g__UBA11704,FH
10560,g__UBA11705,FH
10561,g__UBA11707,FH
10562,g__UBA11710,FH
10563,g__UBA11712,FH
10564,g__UBA11713,FH
10565,g__UBA11716,AH
10566,g__UBA11717,FH
10567,g__UBA1172,FH
10568,g__UBA1174,FH
10569,g__UBA11740,FH
10570,g__UBA11741,FH
10571,g__UBA1177,q AH
10572,g__UBA11774,FNa
10573,g__UBA1179,FH ANa
10574,g__UBA11791,FH
10575,g__UBA11795,FH
10576,g__UBA1181,FH
10577,g__UBA1183,nothing
10578,g__UBA11855,nothing
10579,g__UBA11858,FH
10580,g__UBA11865,q FH
10581,g__UBA11869,FH
10582,g__UBA11872,FH
10583,g__UBA11873,nothing
10584,g__UBA1188,FNa
10585,g__UBA11883,FH
10586,g__UBA11889,FH
10587,g__UBA1189,FH ANa
10588,g__UBA11891,FH
10589,g__UBA119,nothing
10590,g__UBA1191,FH
10591,g__UBA11940,ANa
10592,g__UBA1195,FH
10593,g__UBA11957,ANa
10594,g__UBA11963,nothing
10595,g__UBA11986,q FH
10596,g__UBA11996,FH
10597,g__UBA11998,AH
10598,g__UBA1200,ANa
10599,g__UBA1201,FNa
10600,g__UBA12014,FH
10601,g__UBA12015,FH
10602,g__UBA12018,ANa
10603,g__UBA12026,q N-
10604,g__UBA12028,FH
10605,g__UBA1203,FH
10606,g__UBA12030,nothing
10607,g__UBA12037,FH AH ANa
10608,g__UBA12042,q F-
10609,g__UBA12044,nothing
10610,g__UBA12049,FH
10611,g__UBA1205,FH
10612,g__UBA12053,FNa
10613,g__UBA12059,AH ANa
10614,g__UBA1206,ANa
10615,g__UBA12068,FH
10616,g__UBA12075,FNa
10617,g__UBA12077,FH ANa
10618,g__UBA12078,nothing
10619,g__UBA12079,nothing
10620,g__UBA12086,FNa
10621,g__UBA12087,FH
10622,g__UBA12088,FH
10623,g__UBA12090,q F-
10624,g__UBA12091,FH AH
10625,g__UBA12108,FH
10626,g__UBA1211,q ANa
10627,g__UBA12115,nothing
10628,g__UBA1212,FNa
10629,g__UBA1213,AH ANa
10630,g__UBA12135,AH ANa
10631,g__UBA12151,FH
10632,g__UBA12158,nothing
10633,g__UBA1217,FH
10634,g__UBA12170,FH
10635,g__UBA12178,FNa
10636,g__UBA12183,q F-
10637,g__UBA12189,FH
10638,g__UBA1219,FH
10639,g__UBA12191,FH
10640,g__UBA12202,FH
10641,g__UBA1221,FH
10642,g__UBA1222,nothing
10643,g__UBA12223,FH
10644,g__UBA12225,FH
10645,g__UBA1224,nothing
10646,g__UBA12247,ANa
10647,g__UBA1227,ANa
10648,g__UBA12270,FH ANa
10649,g__UBA12276,nothing
10650,g__UBA12294,FH AH
10651,g__UBA1231,FNa
10652,g__UBA1232,FH ANa
10653,g__UBA12327,nothing
10654,g__UBA1234,nothing
10655,g__UBA1238,ANa
10656,g__UBA12382,AH
10657,g__UBA12393,FH
10658,g__UBA12395,FH
10659,g__UBA12396,FH
10660,g__UBA1240,AH ANa
10661,g__UBA12402,FH
10662,g__UBA12403,FH
10663,g__UBA12405,nothing
10664,g__UBA12409,FNa
10665,g__UBA12411,FNa
10666,g__UBA12420,FNa
10667,g__UBA12445,nothing
10668,g__UBA12451,ANa
10669,g__UBA12454,FH
10670,g__UBA1246,ANa
10671,g__UBA12463,FH
10672,g__UBA12465,FH
10673,g__UBA12470,FH
10674,g__UBA12471,ANa
10675,g__UBA12472,FH
10676,g__UBA12473,FNa
10677,g__UBA12474,FH
10678,g__UBA12478,FH
10679,g__UBA1248,ANa
10680,g__UBA12480,ANa
10681,g__UBA12481,FH
10682,g__UBA12489,q ANa
10683,g__UBA12499,FH
10684,g__UBA12501,AH
10685,g__UBA12508,FH
10686,g__UBA12532,FH
10687,g__UBA1254,FH
10688,g__UBA12545,FH
10689,g__UBA1255,ANa
10690,g__UBA12567,q FH
10691,g__UBA1257,nothing
10692,g__UBA12574,FH
10693,g__UBA12578,FH
10694,g__UBA1258,FH FNa
10695,g__UBA1259,ANa
10696,g__UBA1265,ANa
10697,g__UBA1267,FNa
10698,g__UBA1268,FH
10699,g__UBA1275,FH
10700,g__UBA1304,FH
10701,g__UBA1305,nothing
10702,g__UBA1306,AH
10703,g__UBA1309,FH
10704,g__UBA1312,FH
10705,g__UBA1313,ANa
10706,g__UBA1315,FH
10707,g__UBA1318,AH
10708,g__UBA1319,FH
10709,g__UBA1321,FH
10710,g__UBA1328,FH
10711,g__UBA1351,FNa AH
10712,g__UBA1359,nothing
10713,g__UBA1361,ANa
10714,g__UBA1362,FH
10715,g__UBA1364,FH
10716,g__UBA1366,FH
10717,g__UBA1367,FH
10718,g__UBA1368,FH
10719,g__UBA1369,FH
10720,g__UBA1370,FH
10721,g__UBA1372,nothing
10722,g__UBA1375,ANa
10723,g__UBA1379,q F-
10724,g__UBA1380,AH
10725,g__UBA1381,AH
10726,g__UBA1383,FH NNa
10727,g__UBA1384,FH
10728,g__UBA1388,FH ANa
10729,g__UBA1390,FH
10730,g__UBA1393,ANa
10731,g__UBA1394,FNa AH
10732,g__UBA1396,FH
10733,g__UBA1397,nothing
10734,g__UBA1398,FH
10735,g__UBA1400,FH
10736,g__UBA1401,nothing
10737,g__UBA1402,FH ANa
10738,g__UBA1404,FH ANa
10739,g__UBA1405,FNa AH
10740,g__UBA1406,FH
10741,g__UBA1407,AH ANa
10742,g__UBA1409,FNa
10743,g__UBA141,AH
10744,g__UBA1412,FH
10745,g__UBA1413,FH ANa
10746,g__UBA1414,ANa
10747,g__UBA1417,FH ANa
10748,g__UBA1419,FH
10749,g__UBA1422,FH
10750,g__UBA1424,ANa
10751,g__UBA1425,FH ANa
10752,g__UBA1426,ANa
10753,g__UBA1427,ANa
10754,g__UBA1428,FH
10755,g__UBA1429,FH NNa
10756,g__UBA1430,q F-
10757,g__UBA1431,ANa
10758,g__UBA1433,FH ANa
10759,g__UBA1435,nothing
10760,g__UBA1436,FH
10761,g__UBA1439,AH ANa
10762,g__UBA1440,FH
10763,g__UBA1441,nothing
10764,g__UBA1443,FH
10765,g__UBA1444,FH
10766,g__UBA1446,FH
10767,g__UBA1447,AH ANa
10768,g__UBA1448,q FH
10769,g__UBA1449,FH
10770,g__UBA1450,FH
10771,g__UBA1459,nothing
10772,g__UBA1466,FH
10773,g__UBA147,AH
10774,g__UBA1479,FH
10775,g__UBA148,ANa
10776,g__UBA1494,FH
10777,g__UBA1494_A,q FH
10778,g__UBA1511,nothing
10779,g__UBA1515,q FH
10780,g__UBA153,q ANa
10781,g__UBA1532,FH
10782,g__UBA1535,FNa AH
10783,g__UBA1539,FH ANa
10784,g__UBA1543,FH
10785,g__UBA1544,ANa
10786,g__UBA1545,FH
10787,g__UBA1546,FH
10788,g__UBA1547,FH
10789,g__UBA1550,FH
10790,g__UBA1551,ANa
10791,g__UBA1557,FH
10792,g__UBA1558,nothing
10793,g__UBA1559,ANa
10794,g__UBA1561,FH
10795,g__UBA1562,ANa
10796,g__UBA1563,q FH
10797,g__UBA1565,FH
10798,g__UBA1567,nothing
10799,g__UBA1568,FH
10800,g__UBA1573,FH
10801,g__UBA1609,FH
10802,g__UBA1611,FH
10803,g__UBA164,AH
10804,g__UBA1660,FH
10805,g__UBA1664,q FH
10806,g__UBA1668,FH
10807,g__UBA1672,FH
10808,g__UBA168,AH
10809,g__UBA1685,FH ANa
10810,g__UBA1691,AH ANa
10811,g__UBA1709,q FNa
10812,g__UBA1711,FH
10813,g__UBA1712,FNa
10814,g__UBA1715,FH
10815,g__UBA1719,FH
10816,g__UBA1723,FH
10817,g__UBA1724,AH ANa
10818,g__UBA1729,FNa
10819,g__UBA1731,ANa
10820,g__UBA1732,ANa
10821,g__UBA1737,ANa
10822,g__UBA1738,FH ANa
10823,g__UBA1739,FNa
10824,g__UBA1740,FNa
10825,g__UBA1752,FH
10826,g__UBA1753,FH FNa
10827,g__UBA1754,FH
10828,g__UBA1755,FNa
10829,g__UBA1756,FH
10830,g__UBA1757,ANa
10831,g__UBA1758,nothing
10832,g__UBA1760,FH FNa
10833,g__UBA1762,FNa
10834,g__UBA1764,ANa
10835,g__UBA1765,ANa
10836,g__UBA1768,FNa
10837,g__UBA1770,ANa
10838,g__UBA1771,q ANa
10839,g__UBA1774,FH
10840,g__UBA1775,ANa
10841,g__UBA1776,ANa
10842,g__UBA1777,FH ANa
10843,g__UBA1783,FNa
10844,g__UBA1784,ANa
10845,g__UBA1786,ANa
10846,g__UBA1792,nothing
10847,g__UBA1794,nothing
10848,g__UBA1796,FH
10849,g__UBA1799,FH
10850,g__UBA1820,FH
10851,g__UBA1822,FH
10852,g__UBA1829,ANa
10853,g__UBA183,AH
10854,g__UBA184,AH
10855,g__UBA1844,FH NNa
10856,g__UBA1845,FH
10857,g__UBA1847,FH
10858,g__UBA1850,FH
10859,g__UBA1858,FH
10860,g__UBA1859,ANa
10861,g__UBA186,ANa
10862,g__UBA1874,nothing
10863,g__UBA1875,nothing
10864,g__UBA1876,AH ANa
10865,g__UBA1877,FH
10866,g__UBA1908,FH
10867,g__UBA1924,FH
10868,g__UBA1926,FH
10869,g__UBA1930,FH
10870,g__UBA1934,FH
10871,g__UBA1936,FH
10872,g__UBA1941,FH
10873,g__UBA1942,FH
10874,g__UBA1943,FH
10875,g__UBA1952,q FH
10876,g__UBA1977,FH
10877,g__UBA1994,FH
10878,g__UBA1997,FH
10879,g__UBA2009,FH AH
10880,g__UBA2013,FH
10881,g__UBA2017,FH
10882,g__UBA202,nothing
10883,g__UBA2020,FH
10884,g__UBA2022,FNa
10885,g__UBA2023,q FH
10886,g__UBA2029,FH
10887,g__UBA203,AH
10888,g__UBA2030,FH
10889,g__UBA2031,FH
10890,g__UBA2033,FH
10891,g__UBA204,AH
10892,g__UBA2040,q F-
10893,g__UBA2059,FH
10894,g__UBA206,AH
10895,g__UBA207,AH ANa
10896,g__UBA2093,FH
10897,g__UBA2100,FH
10898,g__UBA2103,FH
10899,g__UBA2108,FH ANa
10900,g__UBA2110,FH
10901,g__UBA2112,FH
10902,g__UBA2121,FH
10903,g__UBA2125,FH
10904,g__UBA2126,FH
10905,g__UBA2128,FH
10906,g__UBA213,AH
10907,g__UBA2134,FH
10908,g__UBA2135,nothing
10909,g__UBA2136,FH
10910,g__UBA2137,FH
10911,g__UBA2143,nothing
10912,g__UBA2144,ANa
10913,g__UBA2146,FH
10914,g__UBA2156,FH
10915,g__UBA2160,FH
10916,g__UBA2161,FH
10917,g__UBA2162,FH
10918,g__UBA2163,nothing
10919,g__UBA2165,FH
10920,g__UBA2166,FH
10921,g__UBA2168,FH
10922,g__UBA2169,q F-
10923,g__UBA2170,ANa
10924,g__UBA2174,FH
10925,g__UBA2177,nothing
10926,g__UBA2184,FH AH ANa
10927,g__UBA2185,q FH
10928,g__UBA2192,FH NH
10929,g__UBA2193,FNa
10930,g__UBA2194,FH
10931,g__UBA2196,FH
10932,g__UBA2197,FH
10933,g__UBA2199,FH ANa
10934,g__UBA2200,NH
10935,g__UBA2201,FH
10936,g__UBA2202,ANa
10937,g__UBA2206,FNa
10938,g__UBA2207,q FH
10939,g__UBA2210,FH AH ANa
10940,g__UBA2211,FH
10941,g__UBA2212,FH AH
10942,g__UBA2214,FH
10943,g__UBA2219,q FH
10944,g__UBA2224,ANa
10945,g__UBA2226,AH ANa
10946,g__UBA2227,FH
10947,g__UBA2230,q F-
10948,g__UBA2231,FH
10949,g__UBA2232,NH
10950,g__UBA2233,FH
10951,g__UBA2239,FH
10952,g__UBA2241,FH ANa
10953,g__UBA2242,ANa
10954,g__UBA2245,FH
10955,g__UBA2247,ANa
10956,g__UBA2250,FH
10957,g__UBA2251,FH NH
10958,g__UBA2252,AH AH ANa
10959,g__UBA2253,ANa
10960,g__UBA2255,AH ANa
10961,g__UBA2256,AH ANa
10962,g__UBA2258,FH ANa
10963,g__UBA2259,nothing
10964,g__UBA226,AH
10965,g__UBA2262,FH
10966,g__UBA2264,FH
10967,g__UBA2266,ANa
10968,g__UBA2268,FH
10969,g__UBA2270,FH
10970,g__UBA2272,FH AH ANa
10971,g__UBA2277,nothing
10972,g__UBA2279,FH AH ANa
10973,g__UBA228,FH
10974,g__UBA2282,FH
10975,g__UBA2283,FH
10976,g__UBA2284,FNa
10977,g__UBA2286,FH AH ANa
10978,g__UBA2287,FH ANa
10979,g__UBA2289,FNa AH
10980,g__UBA2294,q FH
10981,g__UBA2296,NNa
10982,g__UBA2316,FH
10983,g__UBA2329,ANa
10984,g__UBA233,nothing
10985,g__UBA2330,FH
10986,g__UBA2333,FH
10987,g__UBA2334,FH
10988,g__UBA2336,FH ANa
10989,g__UBA2337,FH
10990,g__UBA2339,FH
10991,g__UBA2353,FH
10992,g__UBA2357,nothing
10993,g__UBA2359,FH ANa
10994,g__UBA2361,FH
10995,g__UBA2364,FH
10996,g__UBA2365,FH
10997,g__UBA2376,FH
10998,g__UBA2377,FH
10999,g__UBA2383,NNa
11000,g__UBA2385,ANa
11001,g__UBA2386,q FH
11002,g__UBA2387,FH
11003,g__UBA2391,FH
11004,g__UBA2392,FH
11005,g__UBA2394,FH
11006,g__UBA2396,FH
11007,g__UBA2400,FH
11008,g__UBA2402,FH
11009,g__UBA2421,FH
11010,g__UBA2428,q FH
11011,g__UBA2450,FNa
11012,g__UBA2463,FH
11013,g__UBA2466,FH
11014,g__UBA2475,FH
11015,g__UBA2487,FH NH
11016,g__UBA2521,FH
11017,g__UBA2558,FH
11018,g__UBA2561,FH
11019,g__UBA2562,FH
11020,g__UBA2565,ANa
11021,g__UBA2588,FH
11022,g__UBA2589,FH
11023,g__UBA2591,nothing
11024,g__UBA2593,ANa
11025,g__UBA2594,ANa
11026,g__UBA2595,FH
11027,g__UBA2598,FH
11028,g__UBA2632,FH ANa
11029,g__UBA2638,FH
11030,g__UBA2645,FH
11031,g__UBA2653,FH
11032,g__UBA2658,AH ANa
11033,g__UBA2664,FH
11034,g__UBA2674,q F-
11035,g__UBA2679,FH
11036,g__UBA2705,FH
11037,g__UBA2730,nothing
11038,g__UBA2766,FH NNa
11039,g__UBA2767,FH
11040,g__UBA2770,FH ANa
11041,g__UBA2772,FH
11042,g__UBA2773,FH
11043,g__UBA2774,FH
11044,g__UBA2775,FH
11045,g__UBA2777,FH
11046,g__UBA2778,FH ANa NH
11047,g__UBA2779,ANa
11048,g__UBA2780,FH
11049,g__UBA2784,FH
11050,g__UBA2791,FH NNa
11051,g__UBA2796,q FH
11052,g__UBA2798,FH
11053,g__UBA2804,FH
11054,g__UBA2810,FH
11055,g__UBA2813,FH
11056,g__UBA2821,FNa AH
11057,g__UBA2834,nothing
11058,g__UBA284,nothing
11059,g__UBA285,ANa
11060,g__UBA2856,ANa
11061,g__UBA2862,FNa
11062,g__UBA2866,nothing
11063,g__UBA2868,FNa
11064,g__UBA287,q A-
11065,g__UBA288,AH
11066,g__UBA2882,FNa
11067,g__UBA2883,FH
11068,g__UBA2897,FH
11069,g__UBA2903,FH NNa
11070,g__UBA2912,FH ANa
11071,g__UBA2913,FH
11072,g__UBA2918,ANa
11073,g__UBA2922,FH ANa
11074,g__UBA2942,FH
11075,g__UBA2943,FNa
11076,g__UBA2962,FH
11077,g__UBA2963,FH
11078,g__UBA2964,FH
11079,g__UBA2965,FH
11080,g__UBA2966,FH
11081,g__UBA2968,FH
11082,g__UBA2970,q FH
11083,g__UBA2979,FH
11084,g__UBA2982,FH
11085,g__UBA2985,FH
11086,g__UBA2988,FH
11087,g__UBA2991,FH
11088,g__UBA2993,FH
11089,g__UBA2995,FH
11090,g__UBA2999,FH
11091,g__UBA3002,FH
11092,g__UBA3006,FH
11093,g__UBA3012,FH
11094,g__UBA3015,nothing
11095,g__UBA3031,FH
11096,g__UBA3054,AH
11097,g__UBA3064,FH
11098,g__UBA3065,FH
11099,g__UBA3067,FH
11100,g__UBA3069,FH NNa
11101,g__UBA3071,AH NH
11102,g__UBA3072,AH ANa
11103,g__UBA3073,ANa
11104,g__UBA3076,FH AH
11105,g__UBA3077,FH
11106,g__UBA3079,ANa
11107,g__UBA3081,nothing
11108,g__UBA3084,q F- ANa
11109,g__UBA3085,FH ANa
11110,g__UBA3086,FH AH A-
11111,g__UBA3088,q F-
11112,g__UBA3102,FH
11113,g__UBA3103,FH
11114,g__UBA3125,FH
11115,g__UBA3206,FNa
11116,g__UBA3207,FH
11117,g__UBA3210,FNa
11118,g__UBA3212,FH AH ANa
11119,g__UBA3222,FH
11120,g__UBA3254,FH
11121,g__UBA3263,FH
11122,g__UBA328,AH
11123,g__UBA3282,FNa
11124,g__UBA3291,nothing
11125,g__UBA3305,AH
11126,g__UBA3361,FH AH
11127,g__UBA3362,FH
11128,g__UBA3375,FH
11129,g__UBA3376,FH NNa
11130,g__UBA3379,FH AH
11131,g__UBA3382,ANa
11132,g__UBA3384,FNa
11133,g__UBA3388,FH
11134,g__UBA3402,FNa
11135,g__UBA3439,FH
11136,g__UBA3442,FH
11137,g__UBA3465,FH ANa
11138,g__UBA3470,FH
11139,g__UBA3478,FH
11140,g__UBA349,ANa
11141,g__UBA3495,FH
11142,g__UBA3496,q FH
11143,g__UBA3505,FH
11144,g__UBA3531,nothing
11145,g__UBA3532,q F-
11146,g__UBA3534,q FH
11147,g__UBA3535,FH
11148,g__UBA3537,FH
11149,g__UBA3561,FNa
11150,g__UBA3566,FNa
11151,g__UBA3567,FNa ANa
11152,g__UBA3569,FH
11153,g__UBA3571,FNa
11154,g__UBA3574,FNa
11155,g__UBA3575,FH
11156,g__UBA3583,FH ANa
11157,g__UBA3631,nothing
11158,g__UBA3633,FNa
11159,g__UBA3636,ANa
11160,g__UBA3637,NNa
11161,g__UBA3663,FH
11162,g__UBA3680,FNa
11163,g__UBA3700,ANa
11164,g__UBA3738,FH
11165,g__UBA3747,ANa
11166,g__UBA3753,AH ANa
11167,g__UBA3766,FH FNa
11168,g__UBA3774,ANa
11169,g__UBA3775,FH FNa
11170,g__UBA3789,nothing
11171,g__UBA3792,ANa
11172,g__UBA3796,FH
11173,g__UBA3818,ANa
11174,g__UBA3824,FH
11175,g__UBA3830,FH
11176,g__UBA3839,ANa
11177,g__UBA3855,FNa
11178,g__UBA3857,FH AH
11179,g__UBA3869,FH
11180,g__UBA3871,FH
11181,g__UBA3900,ANa
11182,g__UBA3903,AH ANa
11183,g__UBA3906,FH ANa
11184,g__UBA3907,ANa
11185,g__UBA3910,nothing
11186,g__UBA3913,q FH
11187,g__UBA3920,ANa
11188,g__UBA3924,FH
11189,g__UBA3933,FH
11190,g__UBA3937,nothing
11191,g__UBA3939,FH
11192,g__UBA3940,FH
11193,g__UBA3941,A-
11194,g__UBA3943,FH ANa
11195,g__UBA3946,ANa
11196,g__UBA3947,FH AH ANa
11197,g__UBA3950,ANa
11198,g__UBA3951,ANa
11199,g__UBA3961,FH
11200,g__UBA4001,FH
11201,g__UBA4036,FH
11202,g__UBA4045,FH
11203,g__UBA4053,nothing
11204,g__UBA4054,FH NH
11205,g__UBA4055,ANa
11206,g__UBA4064,FH AH
11207,g__UBA4066,AH ANa
11208,g__UBA4068,FH
11209,g__UBA4078,FH NH
11210,g__UBA4080,FNa AH
11211,g__UBA4081,q F-
11212,g__UBA4082,AH ANa
11213,g__UBA4085,FH ANa
11214,g__UBA4087,FH
11215,g__UBA4092,FH
11216,g__UBA4093,FH
11217,g__UBA4096,FH
11218,g__UBA4116,ANa
11219,g__UBA412,ANa
11220,g__UBA4124,FH
11221,g__UBA4132,FH NH
11222,g__UBA4142,FH AH
11223,g__UBA4151,FH
11224,g__UBA4166,FH
