,g,repr_ATPases
9432,g__SURF-57,FNa
9433,g__SURF-58,nothing
9434,g__SURF-60,FH
9435,g__SURF-62,FH
9436,g__SURF-65,nothing
9437,g__SURF-7,FH
9438,g__SURF-8,FH
9439,g__SURF-9,FH
9440,g__SW-10-68-16,q AH
9441,g__SW-10-69-26,q A-
9442,g__SW-11-45-7,nothing
9443,g__SW-4-43-9,AH
9444,g__SW-4-49-11,nothing
9445,g__SW-6-46-9,nothing
9446,g__SW-7-71-33,AH
9447,g__SW-9-67-25,AH
9448,g__SW10,FH
9449,g__SW121,FH
9450,g__SW132,FH
9451,g__SW4,FH
9452,g__SXHM01,q FH
9453,g__SXHS01,FH
9454,g__SXHT01,nothing
9455,g__SXIE01,nothing
9456,g__SXIK01,q FH
9457,g__SXIP01,FH
9458,g__SXIZ01,FH
9459,g__SXJQ01,q FH
9460,g__SXKJ01,FH
9461,g__SXLG01,q F-
9462,g__SXMI01,FH
9463,g__SXND01,q FH
9464,g__SXNL01,AH
9465,g__SXNM01,q FH A-
9466,g__SXOA01,nothing
9467,g__SXOB01,q FH
9468,g__SXOD01,FH
9469,g__SXON01,FH
9470,g__SXOO01,q FH
9471,g__SXOX01,q FH
9472,g__SXPC01,q FH
9473,g__SXPK01,ANa
9474,g__SXQI01,FH
9475,g__SXRF01,nothing
9476,g__SXRI01,nothing
9477,g__SXRM01,FH
9478,g__SXSI01,FH
9479,g__SXSK01,FH
9480,g__SXSP01,q FH
9481,g__SXSU01,FH
9482,g__SXTU01,FH
9483,g__SXUL01,FH
9484,g__SXVE01,FH
9485,g__SXWH01,FH
9486,g__SXXA01,FH
9487,g__SXXH01,FH
9488,g__SXXK01,FH
9489,g__SXXS01,FH
9490,g__SXXZ01,FH
9491,g__SXYR01,FH
9492,g__SXZD01,q FH
9493,g__SY095,FNa
9494,g__SYAC01,FH
9495,g__SYAK01,q FH
9496,g__SYAN01,FH
9497,g__SYAR01,FH
9498,g__SYBY01,nothing
9499,g__SYDM01,FH
9500,g__SYDY01,FH
9501,g__SYFI01,FH
9502,g__SYFN01,FH
9503,g__SYFR01,FH
9504,g__SYFT01,FH
9505,g__SYFY01,q FH
9506,g__SYGM01,q FH
9507,g__SYGV01,FH
9508,g__SYHX01,FH
9509,g__SYIB01,FH
9510,g__SYIM01,FH
9511,g__SYKL01,q FH
9512,g__SYKU01,q FH
9513,g__SYLG01,FH
9514,g__SYLI01,FH
9515,g__SYLX01,q FH
9516,g__SYLY01,FH
9517,g__SYMT01,nothing
9518,g__SYOC01,q FH
9519,g__SYOX01,q FH
9520,g__SYPI01,FH
9521,g__SYSU-D60007,FH
9522,g__SYSU-D60009,FH
9523,g__SYSU-D60014,FH
9524,g__SYSU-D60015,FH
9525,g__SZUA-100,nothing
9526,g__SZUA-104,FNa
9527,g__SZUA-115,FH
9528,g__SZUA-116,FH
9529,g__SZUA-117,nothing
9530,g__SZUA-124,FH
9531,g__SZUA-140,FH
9532,g__SZUA-146,FH
9533,g__SZUA-147,FH
9534,g__SZUA-149,q F-
9535,g__SZUA-150,FH
9536,g__SZUA-152,FH
9537,g__SZUA-160,ANa
9538,g__SZUA-161,FH
9539,g__SZUA-178,q FNa
9540,g__SZUA-179,FH ANa
9541,g__SZUA-181,FH
9542,g__SZUA-182,ANa
9543,g__SZUA-185,FH
9544,g__SZUA-186,FH
9545,g__SZUA-191,ANa
9546,g__SZUA-204,FNa
9547,g__SZUA-21,FH
9548,g__SZUA-217,FH
9549,g__SZUA-22,FH
9550,g__SZUA-224,FH
9551,g__SZUA-226,q FH
9552,g__SZUA-229,FH
9553,g__SZUA-230,q ANa
9554,g__SZUA-232,FH
9555,g__SZUA-236,AH
9556,g__SZUA-24,FH
9557,g__SZUA-242,FH ANa
9558,g__SZUA-250,nothing
9559,g__SZUA-252,FH
9560,g__SZUA-254,q FH
9561,g__SZUA-259,FH
9562,g__SZUA-26,FH
9563,g__SZUA-265,FH AH NH NNa
9564,g__SZUA-272,FH
9565,g__SZUA-287,FH
9566,g__SZUA-3,FH
9567,g__SZUA-309,FH
9568,g__SZUA-318,FH
9569,g__SZUA-320,FH
9570,g__SZUA-33,FH
9571,g__SZUA-336,FH NH
9572,g__SZUA-35,FH
9573,g__SZUA-359,FH
9574,g__SZUA-36,FH
9575,g__SZUA-360,FH
9576,g__SZUA-365,FH
9577,g__SZUA-368,FH AH ANa
9578,g__SZUA-37,q F-
9579,g__SZUA-370,AH ANa
9580,g__SZUA-371,ANa
9581,g__SZUA-378,FH ANa
9582,g__SZUA-38,FH
9583,g__SZUA-381,FH
9584,g__SZUA-401,AH
9585,g__SZUA-41,FH
9586,g__SZUA-411,FH
9587,g__SZUA-415,NH
9588,g__SZUA-42,FH
9589,g__SZUA-421,FNa
9590,g__SZUA-423,FH ANa
9591,g__SZUA-425,FH ANa
9592,g__SZUA-430,FH
9593,g__SZUA-442,FH
9594,g__SZUA-444,AH
9595,g__SZUA-448,FH ANa
9596,g__SZUA-451,FH
9597,g__SZUA-46,FH
9598,g__SZUA-467,FH AH
9599,g__SZUA-47,FH
9600,g__SZUA-472,FH AH
9601,g__SZUA-474,FH ANa
9602,g__SZUA-486,FNa
9603,g__SZUA-493,FH AH
9604,g__SZUA-5,FH
9605,g__SZUA-500,FH
9606,g__SZUA-51,nothing
9607,g__SZUA-521,FH
9608,g__SZUA-53,FH
9609,g__SZUA-533,nothing
9610,g__SZUA-534,FH
9611,g__SZUA-540,AH
9612,g__SZUA-544,AH
9613,g__SZUA-545,q F-
9614,g__SZUA-547,FH
9615,g__SZUA-55,q FH
9616,g__SZUA-561,FH ANa
9617,g__SZUA-567,FNa AH
9618,g__SZUA-575,FH
9619,g__SZUA-580,FH ANa
9620,g__SZUA-582,FH ANa
9621,g__SZUA-584,FH ANa
9622,g__SZUA-592,FH
9623,g__SZUA-6,AH ANa
9624,g__SZUA-601,q ANa
9625,g__SZUA-605,NNa
9626,g__SZUA-609,FH ANa ANa
9627,g__SZUA-611,NNa
9628,g__SZUA-72,FH
9629,g__SZUA-76,FH
9630,g__SZUA-8,FH
9631,g__SZUA-82,FH
9632,g__SZUA-87,q F-
9633,g__SZZU01,FH
9634,g__Sabulitectum,ANa
9635,g__Saccharibacillus,FH
9636,g__Saccharibacter,FH
9637,g__Saccharicenans,FH ANa
9638,g__Saccharicrinis,FH ANa
9639,g__Saccharimonas,FH
9640,g__Saccharococcus,FH
9641,g__Saccharofermentans,FH FNa
9642,g__Saccharolobus,AH
9643,g__Saccharomonospora,FH
9644,g__Saccharophagus,FH
9645,g__Saccharopolyspora,FH
9646,g__Saccharopolyspora_A,FH
9647,g__Saccharopolyspora_B,FH
9648,g__Saccharospirillum,FH
9649,g__Saezia,FH
9650,g__Sagittula,FH
9651,g__Salana,FH
9652,g__Salaquimonas,FH
9653,g__Salarchaeum,AH
9654,g__Salegentibacter,FH
9655,g__Salibacter,FH
9656,g__Salibacterium,FH
9657,g__Salicibibacter,FH
9658,g__Salimicrobium,FH
9659,g__Salinarchaeum,AH
9660,g__Salinarimonas,FH
9661,g__Salinibacillus,FH
9662,g__Salinibacter,FH
9663,g__Salinibaculum,AH
9664,g__Salinibius,FH
9665,g__Salinicoccus,FH
9666,g__Salinicola,FH
9667,g__Salinigranum,AH
9668,g__Salinihabitans,FH NNa
9669,g__Salinimicrobium,FH
9670,g__Salinimonas,FH
9671,g__Saliniradius,FH
9672,g__Salinirussus,AH
9673,g__Salinisphaera,FH
9674,g__Salinisphaera_A,FH
9675,g__Salinispira,ANa
9676,g__Salinivenus,FH
9677,g__Salinivibrio,FH
9678,g__Salinivirga,FH ANa
9679,g__Salipaludibacillus,FH
9680,g__Saliphagus,AH
9681,g__Salipiger,FH NH
9682,g__Salirhabdus,FH
9683,g__Salisaeta,FH
9684,g__Salisediminibacterium,FH
9685,g__Saliterribacillus,FH
9686,g__Salmonella,FH
9687,g__Salsuginibacillus,FH
9688,g__Sam29DG08-bin30,FH
9689,g__Samsonia,FH
9690,g__Sandaracinobacter,FH
9691,g__Sandaracinus,FH
9692,g__Sandarakinorhabdus,FH
9693,g__Sanguibacter,FH
9694,g__Saonia,FH
9695,g__Saprospira,FH
9696,g__SbD1,FH
9697,g__Scalindua,FH ANa
9698,g__Scandinavium,FH
9699,g__Scardovia,FH
9700,g__Schaedlerella,AH ANa
9701,g__Schlegelella,FH
9702,g__Schleiferia,FH
9703,g__Schleiferilactobacillus,FH
9704,g__Schlesneria,FH
9705,g__Schmidhempelia,FH
9706,g__Schumannella,FH
9707,g__Schwartzia,FH
9708,g__Sciscionella,FH
9709,g__Scopulibacillus,FH
9710,g__Sebaldella,FNa
9711,g__Secundilactobacillus,FH
9712,g__Sedimentibacter,AH ANa
9713,g__Sedimenticola,FH AH
9714,g__Sedimenticola_A,FH AH
9715,g__Sedimentisphaera,FH ANa
9716,g__Sedimentitalea,FH NNa
9717,g__Sediminibacillus,FH
9718,g__Sediminibacillus_A,FH
9719,g__Sediminibacterium,FH
9720,g__Sediminicola,FH
9721,g__Sediminicola_A,FH
9722,g__Sediminihabitans,FH
9723,g__Sediminimonas,FH NNa
9724,g__Sediminispirochaeta,AH ANa
9725,g__Sediminitomix,FH
9726,g__Sediminivirga,FH
9727,g__Segetibacter,FH
9728,g__Segeticoccus,FH
9729,g__Segniliparus,FH
9730,g__Seinonella,FH
9731,g__Selenihalanaerobacter,FNa
9732,g__Seleniibacterium,FH
9733,g__Seleniivibrio,FH
9734,g__Selenomonas,FH
9735,g__Selenomonas_A,FH
9736,g__Selenomonas_B,FH
9737,g__Selenomonas_C,FH
9738,g__Sellimonas,FH AH ANa
9739,g__Senegalia,FNa AH
9740,g__Senegalimassilia,FH
9741,g__Seohaeicola,FH NH
9742,g__Seonamhaeicola,FH
9743,g__Serinibacter,FH
9744,g__Serinibacter_A,FH
9745,g__Serinicoccus,FH
9746,g__Serpentinicella,FNa
9747,g__Serpentinomonas,FH
9748,g__Serratia,FH
9749,g__Serratia_A,FH
9750,g__Serratia_B,FH
9751,g__Serratia_F,FH
9752,g__Sharpea,FH AH
9753,g__Shewanella,FH
9754,g__Shimazuella,FH
9755,g__Shimia,FH
9756,g__Shimwellia,FH
9757,g__Shinella,FH
9758,g__Shuttleworthia,FH ANa
9759,g__Siansivirga,FH
9760,g__Siccibacter,FH
9761,g__Siccirubricoccus,FH
9762,g__Siculibacillus,FH
9763,g__Sideroxydans,FH
9764,g__Silanimonas,FH
9765,g__Silicimonas,FH
9766,g__Silvanigrella,FH
9767,g__Silvibacterium,FH
9768,g__Silvimonas,FH
9769,g__Simiduia,FH
9770,g__Similichlamydia,AH
9771,g__Siminovitchia,FH
9772,g__Simkania,ANa
9773,g__Simonsiella,FH
9774,g__Singulisphaera,FH NH
9775,g__Sinimarinibacterium,FH
9776,g__Sinobaca,FH
9777,g__Sinobacterium,FH
9778,g__Sinomicrobium,FH
9779,g__Sinomonas,FH
9780,g__Sinorhizobium,FH
9781,g__Sinosporangium,FH
9782,g__Siphonobacter,FH
9783,g__Site-B1,nothing
9784,g__Site-B15,q F-
9785,g__Skermanella,FH
9786,g__Skermania,FH
9787,g__Slackia,FH
9788,g__Slackia_A,FH
9789,g__Smaragdicoccus,FH
9790,g__Smithella,FH NH
9791,g__Sneabacter,FH
9792,g__Sneathia,FNa ANa
9793,g__Sneathiella,FH
9794,g__Snodgrassella,FH
9795,g__Snowella,FH
9796,g__SoCistrobi,FH
9797,g__SoEE,FH
9798,g__Sodaliphilus,FH
9799,g__Sodalis,FH
9800,g__Sodalis_A,FH
9801,g__Soehngenia_A,AH ANa
9802,g__Soleaferrea,AH
9803,g__Solibacillus,FH
9804,g__Solibacter,FH NH
9805,g__Solidesulfovibrio,FH
9806,g__Solimicrobium,FH
9807,g__Solimonas,FH
9808,g__Solimonas_A,FH
9809,g__Solirhodobacter,FH NH
9810,g__Solirubrobacter,FH
9811,g__Solirubrum,FH
9812,g__Solitalea,FH
9813,g__Soonwooa,FH
9814,g__Sorangium,FH
9815,g__SpSt-1004,FH
9816,g__SpSt-1050,q F-
9817,g__SpSt-1120,nothing
9818,g__SpSt-1133,FH
9819,g__SpSt-1165,AH NNa
9820,g__SpSt-1174,FH AH
9821,g__SpSt-1190,AH
9822,g__SpSt-150,AH
9823,g__SpSt-165,AH
9824,g__SpSt-190,AH
9825,g__SpSt-205,FH
9826,g__SpSt-223,FH
9827,g__SpSt-225,FH
9828,g__SpSt-227,FH
9829,g__SpSt-28,nothing
9830,g__SpSt-313,FH
9831,g__SpSt-315,AH
9832,g__SpSt-318,FH
9833,g__SpSt-333,FH
9834,g__SpSt-394,FH
9835,g__SpSt-398,FH
9836,g__SpSt-451,FH
9837,g__SpSt-478,FH
9838,g__SpSt-501,FH
9839,g__SpSt-505,nothing
9840,g__SpSt-539,FH
9841,g__SpSt-583,FH
9842,g__SpSt-600,FH
9843,g__SpSt-734,nothing
9844,g__SpSt-742,nothing
9845,g__SpSt-77,FH
9846,g__SpSt-828,FH
9847,g__SpSt-849,q ANa
9848,g__SpSt-899,FH ANa
9849,g__SpSt-9,nothing
9850,g__SpSt-956,FH
9851,g__SpSt-971,nothing
9852,g__SpSt-996,AH
9853,g__Spartinivicinus,FH
9854,g__Spelaeicoccus,FH
9855,g__Sphaerimonospora,FH
9856,g__Sphaerisporangium,FH
9857,g__Sphaerobacter,FH
9858,g__Sphaerochaeta,AH ANa
9859,g__Sphaerochaeta_A,AH
9860,g__Sphaerospermopsis,FH
9861,g__Sphaerospermopsis_A,FH
9862,g__Sphaerotilus,FH
9863,g__Sphaerotilus_A,FH
9864,g__Sphingobacterium,FH
9865,g__Sphingobium,FH
9866,g__Sphingobium_A,FH
9867,g__Sphingomicrobium,FH
9868,g__Sphingomonas,FH
9869,g__Sphingomonas_B,FH
9870,g__Sphingomonas_D,FH
9871,g__Sphingomonas_E,FH
9872,g__Sphingomonas_G,FH
9873,g__Sphingomonas_H,FH
9874,g__Sphingomonas_I,FH
9875,g__Sphingomonas_K,FH
9876,g__Sphingomonas_L,FH
9877,g__Sphingomonas_M,FH
9878,g__Sphingomonas_N,FH
9879,g__Sphingopyxis,FH
9880,g__Sphingorhabdus_B,FH
9881,g__Sphingorhabdus_C,FH
9882,g__Sphingosinicella,FH
9883,g__Spinactinospora,FH
9884,g__Spiribacter,FH
9885,g__Spirillospora,FH
9886,g__Spiro-01,AH
9887,g__Spiro-02,AH ANa
9888,g__Spiro-10,ANa
9889,g__Spirochaeta_A,ANa
9890,g__Spirochaeta_B,ANa
9891,g__Spirochaeta_D,ANa
9892,g__Spirochaeta_E,FH ANa
9893,g__Spirochaeta_F,ANa
9894,g__Spirochaeta_G,ANa
9895,g__Spiroplasma,FH
9896,g__Spiroplasma_A,FH
9897,g__Spiroplasma_B,FH
9898,g__Spiroplasma_C,FH
9899,g__Spiroplasma_D,FH
9900,g__Spirosoma,FH
9901,g__Spirulina,FH
9902,g__Spirulina_A,FH
9903,g__Spongiibacter,FH
9904,g__Spongiivirga,FH
9905,g__Sporanaerobacter,FNa AH
9906,g__Sporichthya,FH
9907,g__Sporobacter,FH
9908,g__Sporocytophaga,FH
9909,g__Sporolactobacillus,FH
9910,g__Sporolituus,FH
9911,g__Sporomusa,FH
9912,g__Sporosarcina,FH
9913,g__Sporotomaculum,FH
9914,g__Stackebrandtia,FH
9915,g__Stagnimonas,FH
9916,g__Stammera,FH
9917,g__Stanieria,FH
9918,g__Staphylococcus,FH
9919,g__Staphylococcus_A,FH
9920,g__Staphylospora,FH
9921,g__Staphylothermus,ANa
9922,g__Stappia,FH
9923,g__Starkeya,FH
9924,g__Stella,FH
9925,g__Stenomitos,FH
9926,g__Stenotrophobium,FH
9927,g__Stenotrophomonas,FH
9928,g__Stenotrophomonas_A,FH
9929,g__Stenoxybacter,FH
9930,g__Steroidobacter,FH NNa
9931,g__Steroidobacter_A,FH
9932,g__Sterolibacterium,FH
9933,g__Stigmatella,FH
9934,g__Stomatobaculum,ANa
9935,g__Stoquefichus,FH AH
9936,g__Streptacidiphilus,FH
9937,g__Streptacidiphilus_A,FH
9938,g__Streptoalloteichus,FH
9939,g__Streptobacillus,FH ANa
9940,g__Streptococcus,FH
9941,g__Streptohalobacillus,FH ANa
9942,g__Streptomonospora,FH
9943,g__Streptomyces,FH
9944,g__Streptomyces_A,FH
9945,g__Streptomyces_B,FH
9946,g__Streptomyces_C,FH
9947,g__Streptomyces_D,FH
9948,g__Streptomyces_F,FH
9949,g__Streptomyces_G,FH
9950,g__Streptosporangium,FH
9951,g__Stygiolobus,AH
9952,g__Subsaximicrobium,FH
9953,g__Subtercola,FH
9954,g__Succinatimonas,FH
9955,g__Succiniclasticum,FH
9956,g__Succinimonas,nothing
9957,g__Succinispira,FH
9958,g__Succinivibrio,FH
9959,g__Suicoccus,FH ANa
9960,g__Sulcia,FH
9961,g__Sulfitobacter,FH
9962,g__Sulfitobacter_C,FH
9963,g__Sulfitobacter_E,FH NNa
9964,g__Sulfobacillus,FH
9965,g__Sulfobacillus_A,FH
9966,g__Sulfobacillus_B,FH
9967,g__Sulfobacillus_C,FH
9968,g__Sulfobium,AH
9969,g__Sulfodiicoccus,AH
9970,g__Sulfolobus,AH
9971,g__Sulfopaludibacter,FH
9972,g__Sulfotelmatobacter,FH
9973,g__Sulfuracidifex,AH
9974,g__Sulfuricaulis,FH
9975,g__Sulfuricella,FH
9976,g__Sulfuricella_A,FH NH
9977,g__Sulfuricurvum,FH
9978,g__Sulfuriferula,FH NH
9979,g__Sulfuriferula_A,FH
9980,g__Sulfuriflexus,FH
9981,g__Sulfurifustis,FH AH
9982,g__Sulfurihydrogenibium,FH
9983,g__Sulfurimicrobium,FH NH NH
9984,g__Sulfurimonas,FH
9985,g__Sulfurirhabdus,FH NH
9986,g__Sulfurisoma,FH
9987,g__Sulfurisphaera,AH
9988,g__Sulfuritalea,FH
9989,g__Sulfuritortus,FH
9990,g__Sulfurivermis,FH AH
9991,g__Sulfurivirga,FH
9992,g__Sulfurospirillum,FH
9993,g__Sulfurospirillum_A,FH
9994,g__Sulfurovum,FH
9995,g__Sumerlaea,FH
9996,g__Sunxiuqinia,FH ANa
9997,g__Superficieibacter,FH
9998,g__Sutcliffiella,FH
9999,g__Sutterella,FH
10000,g__Suttonella,FH
10001,g__Sv326,nothing
10002,g__Swaminathania,FH
10003,g__Swingsia,FH
10004,g__Symbiobacterium,FH
10005,g__Symbiothrix,FH
10006,g__Synechococcus,FH
10007,g__Synechococcus_A,FH
10008,g__Synechococcus_B,FH
10009,g__Synechococcus_C,FH
10010,g__Synechococcus_D,FH
10011,g__Synechococcus_E,FH
10012,g__Synechocystis,FH
10013,g__Syner-03,AH ANa
10014,g__Synergistes,AH ANa
10015,g__Syntrophaceticus,FH
10016,g__Syntropharchaeum,AH
10017,g__Syntropharchaeum_A,AH
10018,g__Syntrophobacter,FH
10019,g__Syntrophobotulus,FH
10020,g__Syntrophocurvum,FH
10021,g__Syntrophomonas,FH
10022,g__Syntrophomonas_A,FH
10023,g__Syntrophomonas_B,FH
10024,g__Syntrophorhabdus,FH AH ANa
10025,g__Syntrophosphaera,ANa
10026,g__Syntrophotalea,NNa
10027,g__Syntrophothermus,FH
10028,g__Syntrophus,FH NH
10029,g__T1SED10-157,nothing
10030,g__T1SED10-198M,FNa
10031,g__T1SED10-24,nothing
10032,g__T1SED10-26,FNa
10033,g__T1SED10-28,nothing
10034,g__T1SED10-78,nothing
10035,g__T1SED10-81,FNa
10036,g__T1SED10-84,FNa
10037,g__T1SED10-99,FNa
10038,g__T1Sed10-126,ANa
10039,g__T1Sed10-49,FH
10040,g__T1Sed10-7,FH
10041,g__T1Sed10-97,ANa
10042,g__T3246-1,FH
10043,g__T33-2,FH
10044,g__T3SED10-260,ANa
10045,g__T3SED10-354,q F-
10046,g__T3SED10-47,FNa
10047,g__T3SED10-7,ANa
10048,g__T3Sed10-11,FH
10049,g__T3Sed10-140,ANa
10050,g__T3Sed10-183,FH
10051,g__T3Sed10-213,FH ANa
10052,g__T3Sed10-241,FH
10053,g__T3Sed10-336,q FH
10054,g__T3Sed10-66,FH
10055,g__T78,NH
10056,g__TA-20,AH
10057,g__TA-21,AH
10058,g__TC-15,FH NH
10059,g__TC-195,FH
10060,g__TC-71,FH
10061,g__TC1,FH
10062,g__TCS-49,FH
10063,g__TCS52,ANa
10064,g__TCS55,FH
10065,g__TCS56,FH
10066,g__TCS60,nothing
10067,g__TCS61,FNa
10068,g__TEKIR-12S,AH
10069,g__TEKIR-14,nothing
10070,g__TEKIR-8,AH
10071,g__TF01-11,FH FNa
10072,g__TFI-002,FH
10073,g__TH-plancto1,FH
10074,g__TH1177,AH AH
10075,g__TH5893,q AH
10076,g__TH5896,AH
10077,g__TK10-74A,FH
10078,g__TKL69,FH
10079,g__TM7x,FH
10080,g__TMED-70,FH
10081,g__TMED108,FH
10082,g__TMED109,FH
10083,g__TMED112,FH
10084,g__TMED113,FH
10085,g__TMED123,nothing
10086,g__TMED126,FH
10087,g__TMED13,FH
10088,g__TMED131,q F-
10089,g__TMED14,FH
10090,g__TMED144,FH
10091,g__TMED15,FH
10092,g__TMED161,FH
10093,g__TMED165,FH
10094,g__TMED167,FH
10095,g__TMED170,FH
10096,g__TMED198,nothing
10097,g__TMED2,FH
10098,g__TMED211,nothing
10099,g__TMED220,FH
10100,g__TMED23,FH
10101,g__TMED25,FH
10102,g__TMED26,FH
10103,g__TMED27,FH
10104,g__TMED48,FH
10105,g__TMED54,FH
10106,g__TMED58,FH
10107,g__TMED6,FH
10108,g__TMED62,FH
10109,g__TMED69,nothing
10110,g__TMED78,FH
10111,g__TMED8,FH
10112,g__TMED80,FH
10113,g__TMED88,FH
10114,g__TMED96,FH
10115,g__TOLSYN,FH
10116,g__TP-CH-4,FH
10117,g__TS1B11,FH
10118,g__TTA-H9,FH ANa
10119,g__TWA4,ANa
10120,g__Tabrizicola,FH
10121,g__Tachikawaea,FH
10122,g__Tagaea,NH
10123,g__Tahibacter,FH
10124,g__Tamaricihabitans,FH
10125,g__Tamilnaduibacter,FH
10126,g__Tamlana_A,FH
10127,g__Tamlana_B,FH
10128,g__Tangfeifania,FH ANa
10129,g__Tannerella,FH ANa
10130,g__Tanticharoenia,FH
10131,g__Tardibacter,nothing
10132,g__Tardiphaga,FH
10133,g__Tateyamaria,FH AH
10134,g__Tatlockia,FH
10135,g__Tatumella,FH
10136,g__Tautonia,FH
10137,g__Taylorella,FH
10138,g__Tc-Br11,AH
10139,g__Tc-Br11-B2g6-7,FH
10140,g__Tc-Br11-E2g1,AH
10141,g__Tc-Br11-E2g8,AH
10142,g__Telmatospirillum,FH
10143,g__Tenacibaculum,FH
10144,g__Tenacibaculum_A,FH
10145,g__Tenderia,FH NNa
10146,g__Tener-01,ANa
10147,g__Tengunoibacter,FH
10148,g__Tenuibacillus,FH
10149,g__Tenuifilum,FH ANa
10150,g__Tepidamorphus,FH
10151,g__Tepidanaerobacter,AH ANa
10152,g__Tepidibacillus,FH
10153,g__Tepidibacillus_A,FH
10154,g__Tepidibacter,FNa
10155,g__Tepidibacter_A,FNa
10156,g__Tepidicaulis,FH
10157,g__Tepidicella,FH
10158,g__Tepidiforma,FH
10159,g__Tepidimicrobium,FNa
10160,g__Tepidimonas,FH
10161,g__Tepidiphilus,FH
10162,g__Terasakiella,FH
10163,g__Terasakiispira,FH
10164,g__Teredinibacter,FH
10165,g__Termititenax,FH ANa
10166,g__Terrabacter,FH
10167,g__Terracidiphilus,FH
10168,g__Terracoccus,FH
10169,g__Terribacillus,FH
10170,g__Terricaulis,FH
10171,g__Terriglobus,FH
10172,g__Terriglobus_A,FH
10173,g__Terrilactibacillus,FH
10174,g__Terrimicrobium,FH
10175,g__Terrimonas,FH
10176,g__Terrisporobacter,FNa
10177,g__Tersicoccus,FH
10178,g__Tetragenococcus,FH ANa
10179,g__Tetrasphaera,FH
10180,g__Tetrasphaera_A,FH
10181,g__Texcoconibacillus,FH
10182,g__Thalassarchaeum,AH
10183,g__Thalassobacillus,FH
10184,g__Thalassobacter,FH NNa
10185,g__Thalassobaculum,FH
10186,g__Thalassobaculum_A,FH NH
10187,g__Thalassobius,FH
10188,g__Thalassocella,FH
10189,g__Thalassococcus,FH
10190,g__Thalassolituus,FH
10191,g__Thalassomonas,FH
10192,g__Thalassorhabdomicrobium,FH
10193,g__Thalassospira,FH
10194,g__Thalassotalea,FH
10195,g__Thalassotalea_A,FH
10196,g__Thalassotalea_B,FH
10197,g__Thalassotalea_C,FH
10198,g__Thauera,FH
10199,g__Thauera_A,FH
10200,g__Thaumasiovibrio,FH ANa
10201,g__Thermacetogenium,FH
10202,g__Thermaerobacter,FH
10203,g__Thermanaeromonas,FH
10204,g__Thermanaerothrix,FH
10205,g__Thermanaerovibrio,AH ANa
10206,g__Thermasporomyces,FH
10207,g__Thermaurantimonas,FH
10208,g__Thermicanus,FH
10209,g__Thermincola,FH
10210,g__Thermithiobacillus,FH
10211,g__Thermoactinomyces,FH
10212,g__Thermoactinomyces_A,FH
10213,g__Thermoanaerobacter,FH
10214,g__Thermoanaerobacterium,FH
10215,g__Thermoanaerobaculum,FH
10216,g__Thermoanaerosceptrum,FH
10217,g__Thermobacillus,FH
10218,g__Thermobaculum,FH
10219,g__Thermobifida,FH
10220,g__Thermobispora,FH
10221,g__Thermobrachium,FH AH ANa
10222,g__Thermocatellispora,FH
10223,g__Thermochlorobacter,FH
10224,g__Thermochromatium,FH AH
10225,g__Thermocladium,AH
10226,g__Thermoclostridium,ANa
10227,g__Thermoclostridium_A,AH ANa
10228,g__Thermococcus,ANa
10229,g__Thermococcus_A,ANa
10230,g__Thermococcus_B,ANa
10231,g__Thermococcus_C,ANa
10232,g__Thermocrinis,FH
10233,g__Thermocrinis_A,FH
10234,g__Thermocrispum,FH
10235,g__Thermodesulfatator,FH
10236,g__Thermodesulfatator_A,FH
10237,g__Thermodesulfitimonas,FH
10238,g__Thermodesulfobacterium,FH
10239,g__Thermodesulfobium,FH
10240,g__Thermodesulforhabdus,FH
10241,g__Thermodesulfovibrio,FH
10242,g__Thermofilum_A,AH
10243,g__Thermofilum_B,AH
10244,g__Thermofilum_C,AH
10245,g__Thermoflavifilum,FH
10246,g__Thermoflavimicrobium,FH
10247,g__Thermoflexibacter,FH
10248,g__Thermoflexus,FH
10249,g__Thermogemmatispora,FH
10250,g__Thermogladius,ANa
10251,g__Thermogutta,FH
10252,g__Thermogymnomonas,AH
10253,g__Thermohalobacter,FNa
10254,g__Thermoleophilum,FH
10255,g__Thermolongibacillus,FH
10256,g__Thermomicrobium,FH
10257,g__Thermomonas,FH
10258,g__Thermomonospora,FH
10259,g__Thermonema,FH
10260,g__Thermopetrobacter,FH
10261,g__Thermophagus,FH ANa
10262,g__Thermoplasma,AH
10263,g__Thermopolyspora,FH
10264,g__Thermoproteus,AH
10265,g__Thermorudis,FH
10266,g__Thermosediminibacter,FNa AH ANa
10267,g__Thermosinus,FH
10268,g__Thermosipho,FNa
10269,g__Thermosipho_A,FNa
10270,g__Thermosphaera,AH
10271,g__Thermosporothrix,FH
10272,g__Thermostaphylospora,FH
10273,g__Thermosulfidibacter,FH
10274,g__Thermosulfurimonas,FH
10275,g__Thermosulfurimonas_A,FH
10276,g__Thermosulfuriphilus,FH AH
10277,g__Thermosynechococcus,FH
10278,g__Thermosyntropha,FH
10279,g__Thermotalea,FNa
10280,g__Thermotoga,FNa
10281,g__Thermovenabulum,AH ANa
10282,g__Thermovibrio,FH
10283,g__Thermovirga,AH AH ANa
10284,g__Thermus,AH
10285,g__Thermus_A,AH
10286,g__Thioalbus,FH AH NNa
10287,g__Thioalkalivibrio,FH
10288,g__Thioalkalivibrio_A,FH
10289,g__Thioalkalivibrio_B,FH AH
